User-ID;ISBN;Book-Rating
277945;0451203771;8
277945;0515121843;7
277945;051512317X;7
277945;0515124214;7
277945;0515134384;7
277945;0515136379;7
277945;0515136530;7
277945;0515137111;8
277959;0156027321;8
277959;0767905385;6
277965;0316789089;5
277965;0385484518;10
277965;0399141464;8
277965;0399145087;7
277965;0679457526;9
277965;0679781587;9
277965;0684874350;10
277965;0786866845;9
277965;0786881852;7
277984;0345386108;10
277984;0446611778;10
278007;0316601950;6
278007;034543479X;8
278007;0374480095;8
278007;0446670251;6
278007;0804115761;7
278026;0061009059;8
278026;0061031410;8
278026;0061094129;8
278026;0380731851;5
278026;0380820889;8
278026;038533558X;9
278026;0446527041;8
278026;0449006522;8
278026;0449219364;6
278026;0449221512;5
278026;0451206525;8
278026;0515130389;8
278026;0553582364;6
278026;0671001795;8
278026;0684810387;8
278026;0743206045;7
278048;0316569321;7
278048;0345435168;5
278075;044900371X;7
278075;0452282152;8
278079;0385486804;8
278079;0440236053;5
278112;0385472951;8
278112;0515118230;6
278137;0345337662;7
278137;0380600129;8
278137;0440940001;8
278137;0446606812;7
278137;0804106304;8
278137;1558744150;9
278137;1558745017;8
278188;0156005891;8
278188;0373218192;7
278188;0373244487;6
278188;0373484003;7
278188;0440122090;4
278188;044022103X;8
278188;0440223571;9
278188;0440225701;9
278188;0446603589;9
278194;0060926317;8
278194;0140280553;5
278194;0156011042;7
278194;0345423135;9
278194;0385498802;4
278194;0440241537;7
278194;0451209907;5
278194;0452284449;8
278194;051512219X;4
278194;0553582364;6
278194;0671683993;8
278194;0688177859;9
278194;0802139256;6
278202;014025448X;2
278202;0385324057;3
278202;0385497466;3
278202;0446527017;1
278202;0671510126;10
278202;0743206029;8
278218;0060977493;7
278218;0140039589;7
278218;0349101779;10
278221;0440216745;7
278221;0446613436;7
278221;0553582755;9
278221;0743460529;8
278221;0804106304;9
278243;0156027321;8
278243;0156711427;8
278243;0375725784;7
278243;0671510053;8
278257;0451153553;8
278257;0451170385;9
278342;0671510053;8
278342;0743225406;8
278346;0345334531;6
278346;051513287X;6
278356;0312265859;7
278356;0374270325;9
278356;0439064872;8
278356;0439136369;10
278356;0439139600;10
278356;043935806X;10
278356;0671016768;8
278390;0380730847;7
278390;0399147195;7
278390;0425182908;4
278390;0440236053;7
278390;0553569058;9
278390;0671027360;7
278390;0671683993;10
278390;080410753X;9
278418;0394800168;10
278418;0394820371;8
278418;042513525X;5
278418;0425140032;5
278418;0425178102;7
278418;042518630X;7
278418;0440207622;7
278418;0515130389;8
278418;0515131229;8
278422;0060935464;9
278422;0385475721;8
278422;0671027360;6
278469;0316569321;7
278469;0446679593;6
278469;0743237188;7
278522;0312955006;7
278522;0743225406;5
278525;0394820371;10
278525;0446518581;8
278535;0061094129;10
278535;0425178765;8
278535;0425182878;9
278535;0440221595;7
278535;0446605484;10
278535;0446610038;10
278535;0446611212;9
278535;0449003787;9
278535;0449219461;8
278535;0553213180;6
278541;0142001740;9
278541;1931561648;10
278551;0425129586;6
278551;0590660543;5
278552;0553573616;9
278552;0671021001;7
278552;0671510053;8
278554;0060096195;9
278554;0330375253;8
278554;0345423097;10
278554;0385730586;9
278582;0312980140;7
278582;0312983298;3
278582;0312983867;7
278582;0312990456;5
278582;0345350499;10
278582;0425191583;8
278582;0449221512;8
278582;0451202503;10
278582;0671001795;8
278582;1400034779;10
278586;0440224624;3
278586;0446606812;5
278633;0060987561;10
278633;0140244824;7
278633;014028009X;2
278633;0140296298;7
278633;0142000205;7
278633;0316096199;8
278633;0316666343;9
278633;0316899984;7
278633;0375703063;7
278633;0440226430;9
278633;0440514428;9
278633;0446679593;8
278633;0449907481;6
278633;0451163524;5
278633;0515131083;10
278633;0553278355;8
278633;0671038184;8
278633;0684814994;10
278633;0688170528;8
278633;0743225082;7
278663;0061097314;4
278663;0440223202;10
278773;0140270590;7
278773;0380731851;8
278773;0553578316;3
278798;0316284955;7
278798;0786868015;7
278832;155874262X;10
278832;1558745718;10
278832;1558747109;10
278843;0060173289;9
278843;0060517794;7
278843;014028009X;8
278843;0142000205;9
278843;0399146431;9
278843;0440211263;7
278843;0553274503;8
278843;059035342X;8
278843;0679412956;8
278843;0767902890;9
278843;0786881852;8
278844;0345387651;6
278844;0679781587;7
278854;0375703063;7
278854;042516098X;7
278854;0553579606;8
26;0446310786;10
26;0449005615;9
99;0446677450;10
99;0451166892;3
114;0446608653;9
114;0446612545;9
114;0553584383;9
114;0671027360;10
165;0060976845;9
165;0061099325;4
165;0446612545;5
243;0060915544;10
243;0060977493;7
243;0316601950;9
243;0316776963;9
243;0316899984;7
243;0375400117;10
243;0385720106;7
243;0425163407;9
243;044023722X;7
243;0446364800;9
243;0446606383;6
243;0449006522;6
243;155874262X;5
244;0060977493;7
244;0060987103;8
244;0151008116;9
244;0525947647;9
244;0804111359;8
244;155874262X;6
244;1558744150;6
254;0064471047;7
254;0142001740;9
254;0380789035;10
254;0380973650;9
254;0399146431;9
254;0439064864;9
254;0439064872;9
254;0439136350;9
254;0439136369;9
254;0439139597;9
254;0451167317;8
254;0451524934;9
254;0451526341;8
254;0590353403;9
254;0618002219;9
254;0618002227;8
254;0671021001;7
254;0679781587;8
254;0679879242;8
256;0440235502;9
256;044023722X;8
383;0380815923;10
383;0743411269;5
388;0060976845;3
388;006101351X;6
388;0449002632;7
388;0553569058;10
388;1573225126;5
388;1878424319;7
424;0452277337;7
424;0671021001;6
424;0805063897;8
440;0743424425;10
440;0786868015;7
446;0060932759;8
446;039914739X;3
476;0312288115;5
476;0515118656;8
486;0060976845;8
486;0451202341;8
486;0743418190;7
487;0345441133;7
487;0385490992;7
487;0671888587;6
496;0425182878;8
496;055356451X;8
503;0140179836;10
503;0385496095;10
503;068484267X;10
503;1558743669;10
505;0345313860;7
505;042517736X;7
505;0671868713;8
507;0140230165;7
507;0142001740;10
507;0451184718;9
507;0553564528;7
507;0553575538;7
507;0553576801;7
507;055357695X;7
507;0553583441;7
507;0553583468;7
595;0140293248;9
595;0446610399;9
595;0446672211;10
619;015600710X;8
619;0316735027;6
619;193156146X;9
638;0316603287;9
638;0316666343;10
638;0316693006;10
638;0316693200;9
638;0316769487;10
638;0316776963;10
638;0316779423;10
638;0316779490;9
638;0316789089;10
638;0316969443;10
638;0345339711;10
638;0385420161;9
638;0385504209;10
638;0385505833;10
638;0425184129;9
638;0446523569;10
638;0446525502;9
638;0446525537;9
638;0446527793;10
638;0446531332;10
638;0670892963;7
638;0671042556;9
638;0679442790;10
638;0679746048;7
638;0743406176;10
643;0061092606;8
643;0552137030;8
643;0671894455;7
643;0743222229;8
643;1853260002;2
643;2253063339;10
651;0060934719;8
651;0425142485;6
709;0316666343;3
709;0345391802;7
709;0440219078;10
726;0380820447;10
726;0451454243;10
735;038533334X;4
735;044661162X;9
763;0671510053;10
763;0679781587;8
763;0805062971;10
786;0553584510;6
786;0553586122;3
805;0060256672;10
805;0060928336;7
805;0140077022;10
805;0156027321;9
805;0316777730;7
805;038001503X;10
805;039592720X;9
805;0440215625;8
805;0452282152;8
805;0553268449;8
805;0671003755;8
805;0679732764;10
805;0877733759;10
819;0345384466;5
819;0446364193;7
819;0451124340;5
819;0671726889;5
843;006019491X;8
843;0066211611;8
882;0064401847;10
882;0373218400;5
882;0373484224;7
882;0380018179;10
882;0385504209;10
882;0425179672;10
882;0440235162;10
882;0515135062;6
882;0517556278;8
882;0553250426;10
882;0553280589;10
882;0553572997;10
882;067101420X;4
882;0679429220;9
882;067976402X;10
882;0679781587;10
882;0743457943;5
885;0380002450;9
885;0804106304;5
901;000649840X;9
901;0099771519;9
929;0385314744;7
929;0439404371;8
929;0440224624;6
929;0451169530;6
929;0553234811;6
929;0553296981;10
929;0671617028;8
1022;0375702709;10
1022;044990928X;8
1024;0060916508;7
1024;0671038184;5
1025;0060928336;5
1025;0142000663;10
1025;0380012863;8
1025;0394404289;9
1025;0552124753;10
1025;0552996009;9
1025;0552998001;9
1025;068484267X;9
1025;0743225082;8
1025;0749397543;8
1032;006092988X;8
1032;038531258X;10
1032;0446310786;10
1075;0142001740;10
1075;0316666343;7
1075;0375726403;7
1075;0385504209;7
1075;0553377868;9
1075;0609608444;10
1075;0767902521;9
1075;1400034779;5
1083;014131088X;10
1083;0345325818;10
1083;080410753X;7
1118;0399144463;8
1118;0671527215;9
1129;0064407667;4
1129;014025448X;7
1129;0385472951;6
1129;0385493800;6
1129;0553377876;3
1131;0060934417;8
1131;0060976845;7
1131;0070212570;7
1131;0312243022;8
1131;0312983824;6
1131;0345370805;7
1131;0375703055;7
1131;0385480016;9
1131;0394758285;7
1131;0446672211;7
1131;0446673544;5
1131;0449149676;7
1131;0671004565;6
1131;0671793489;7
1131;0679772677;7
1131;0743418174;7
1161;0061098795;5
1161;0375725784;5
1167;038533656X;5
1167;0440217520;5
1167;0440224675;8
1167;0802135196;9
1211;0099771519;9
1211;0330367358;8
1211;0385504209;9
1211;2070360024;8
1248;0449912558;10
1248;0553580272;10
1249;0440226430;5
1249;0671004565;8
1249;0684835983;8
1254;0679781587;9
1254;0894805770;10
1254;089480829X;10
1261;0316776963;8
1261;0345438329;6
1261;0452282152;7
1261;0688177751;8
1309;0316969680;7
1309;0425178765;10
1309;055357227X;10
1343;0552996009;9
1343;0590660543;10
1376;0345417623;8
1376;0425177173;9
1376;042517736X;7
1409;0373218192;8
1409;042517736X;9
1409;0515120006;6
1409;0515127396;5
1412;0156027321;9
1412;0345416260;9
1412;0385486804;9
1412;0385512104;9
1424;0060512822;7
1424;0060930535;7
1424;0061015725;8
1424;0061097314;5
1424;0099771519;8
1424;0142001430;7
1424;0151002290;6
1424;0156001314;8
1424;0385720106;7
1424;0671776134;8
1424;0767902521;8
1424;0804106304;6
1435;0060915544;10
1435;0345378490;5
1435;0345387651;5
1435;0399133143;5
1435;0446611239;10
1435;0446672211;8
1435;0451183665;7
1435;0451208765;4
1435;0517149257;10
1435;0671024248;4
1435;068484267X;8
1435;0684848783;5
1435;080410753X;10
1435;0971880107;5
1435;155874262X;10
1511;0345391802;9
1511;0425130215;7
1548;0312243022;8
1548;034540288X;5
1548;0345425707;8
1548;0425167313;8
1548;0452282152;8
1558;0374281602;9
1558;0425167720;7
1558;0609610597;10
1585;0316182540;7
1585;0345413903;7
1585;0446604658;6
1585;0446611611;6
1585;0449212602;8
1585;0553282476;7
1585;0553299506;7
1585;0684867621;4
1596;0385511612;6
1596;0679426159;6
1597;0316569321;7
1597;067169071X;7
1608;0449212602;10
1608;0515090174;8
1608;0515095826;8
1608;0515111279;8
1619;0440225701;9
1619;0553280341;7
1619;0553578693;7
1652;0385504209;7
1652;0679781587;7
1660;0553561618;6
1660;0553582747;5
1660;0671034022;6
1660;089480829X;7
1674;0345384466;7
1674;0345416880;7
1674;0375725784;10
1674;038548951X;10
1674;0449912558;5
1674;0553380958;10
1706;0345392825;5
1706;0451524934;10
1733;0312983824;5
1733;0316089699;5
1733;0345447840;10
1733;0373218400;9
1733;0425181111;7
1733;0515118230;8
1733;051513287X;9
1733;059035342X;10
1733;0971880107;1
1790;044022165X;5
1790;0671793489;8
1805;0060936363;7
1805;0312195516;9
1805;038082101X;7
1812;0312979479;9
1812;0671708635;7
1830;0099387913;6
1830;0553377884;6
1830;0553572997;7
1848;0156027321;10
1848;0345342968;10
1848;0345348109;9
1848;0345378482;8
1848;0345417623;8
1848;0345443683;9
1848;0451169530;5
1848;0786868716;10
1848;0812511816;10
1848;0812513738;8
1848;0812550706;8
1898;0060922532;8
1898;0385484518;8
1903;0316777730;10
1903;0345409469;10
1903;0385722192;2
1903;0679430946;10
1903;0812550706;10
2012;0345353145;8
2012;0449221482;8
2012;0553279912;10
2012;0553348973;5
2012;0670892963;2
2012;0671023616;8
2019;0440211727;5
2019;0440214041;5
2030;0062502174;10
2030;0140298479;10
2030;0394404289;10
2030;0440108268;10
2030;044020562X;10
2033;0060248025;10
2033;0060256737;10
2033;0140386645;8
2033;0142000663;10
2033;0345337662;5
2033;0439064864;9
2033;0439136350;9
2033;0439139597;9
2033;043935806X;9
2033;0451456718;10
2033;051513628X;6
2033;0553573136;8
2033;0590353403;9
2033;0671524313;6
2033;0765342987;10
2033;0812575717;10
2033;0836204387;10
2033;0836218787;10
2033;0836220889;10
2033;0836221362;10
2033;0920668372;10
2041;0385424736;7
2041;0671617028;8
2041;068483376X;1
2106;0553565915;8
2106;081297106X;6
2110;0060987529;7
2110;0151008116;5
2110;0345314255;10
2110;0345317580;10
2110;0451137965;9
2110;0515127396;8
2110;0515134384;5
2110;059035342X;10
2110;0671527215;9
2110;0671695304;10
2139;0142004235;8
2139;0385335830;7
2139;0515130389;10
2139;0515135062;10
2139;0553272837;10
2139;0743262174;8
2152;0375727132;7
2152;0446612545;7
2179;0060392452;9
2179;0312263120;8
2179;0385504209;10
2179;0446532231;9
2179;0451524934;8
2179;0590353403;10
2179;0618002219;9
2179;0886777844;9
2255;0316168688;8
2255;0425175405;7
2276;0061030643;8
2276;0345404793;9
2276;0345423615;9
2276;0345447867;9
2276;0380002930;9
2276;0385505833;5
2276;0425119653;8
2276;0425172546;9
2276;0425182908;4
2276;0440221471;10
2276;0440236673;10
2276;0446609323;9
2276;0446612790;10
2276;0451204891;9
2276;0553263226;10
2276;0553575538;10
2276;0553576801;8
2276;0553582526;9
2276;0553583468;10
2276;0553584510;9
2276;0671016768;8
2276;0671524313;10
2276;0671660632;5
2276;0805063897;10
2276;0812517725;8
2287;0140077022;5
2287;0375706062;6
2287;0425147622;7
2287;0446360856;6
2287;0451180410;7
2288;0070212570;8
2288;0425115801;10
2288;0425144429;5
2288;0425188809;10
2288;0553210092;5
2288;0553582763;9
2313;0060173289;9
2313;0345348036;9
2313;034545104X;5
2313;0385482388;5
2313;0399141146;3
2313;0399146431;5
2313;0452260116;9
2313;0553278223;7
2337;0060928336;9
2337;0060987561;7
2337;0142001740;8
2337;0312265867;7
2337;0345350499;9
2337;0385505833;7
2337;0440403278;10
2337;0451191145;9
2337;0451191153;8
2337;0671510126;8
2354;014131088X;8
2354;0380814021;7
2375;0345424719;7
2375;0345465083;7
2375;0671003755;9
2385;0440216745;7
2385;0446604666;6
2399;0345317580;7
2399;0345337662;9
2437;0061032093;9
2437;0515114693;9
2437;051512317X;7
2466;0312966970;9
2466;0312971346;9
2559;0060928336;7
2559;0671036505;4
2766;0060958022;8
2766;014034294X;9
2766;0316666343;9
2766;0385508417;7
2766;0425178102;5
2766;0440204194;8
2766;0440211263;8
2766;0440219078;8
2766;0440221595;8
2766;0440237688;7
2766;044048474X;7
2766;0446310786;10
2766;0446516538;6
2766;0446611867;7
2766;0449005615;9
2766;0553279912;7
2766;0670030643;8
2766;0679751602;6
2766;0684801221;10
2766;0767902521;8
2766;0971880107;6
2766;1558745718;7
2770;0517580497;9
2770;0842329129;6
2793;0515135062;7
2793;0671695126;6
2799;0451524934;10
2799;0671004107;8
2799;0812517725;9
2854;0316666343;7
2854;0446523569;7
2854;0446610399;5
2855;0399144463;5
2855;0425180964;8
2891;0060928336;6
2891;0142001740;7
2891;0156027321;5
2891;0345404475;7
2891;0374100128;7
2891;0385482388;7
2891;038548951X;8
2891;0385503857;9
2891;0449912558;9
2891;0452260116;8
2891;0553211404;7
2891;0553562967;7
2891;0671003755;7
2891;0679732764;8
2891;0804106304;7
2891;140003065X;9
2891;1400032717;8
2977;0142001430;7
2977;0316569321;7
2977;037570504X;5
2977;0375725784;3
2977;0425130215;9
2977;0449002632;8
2977;0452282152;7
2977;0525945210;6
2977;0671021001;9
2996;0345361792;8
2996;0425118703;7
3005;0312278586;5
3005;0452277337;5
3079;0312278586;5
3079;0312305060;8
3099;0440211727;8
3099;0446601241;7
3099;0446610038;7
3106;0451456718;10
3106;0765342987;10
3145;0394571029;10
3145;0425182908;7
3145;044021145X;9
3145;0446343455;8
3145;0446359866;9
3145;0446611611;8
3145;044661193X;9
3145;0743469801;9
3145;1573229326;5
3154;002542730X;8
3154;0451203895;5
3154;0804111898;8
3167;0345337662;5
3167;0345370775;9
3167;034540288X;7
3167;0380012863;8
3167;0425181464;8
3167;0440219078;10
3167;0440998050;10
3167;0515090174;7
3167;0671004107;9
3167;080410526X;6
3167;0812550706;10
3191;0375504397;8
3191;0452283205;6
3191;0684853515;5
3192;0064407667;7
3192;0316777730;7
3192;0316779237;7
3282;0451205421;8
3282;0553148001;9
3329;0440234743;8
3329;0679448594;5
3329;0884046818;9
3331;0425161242;10
3331;0446527785;10
3331;0446613436;9
3331;0449006530;4
3331;067102535X;9
3331;0671868713;9
3344;0312272057;7
3344;0671027360;8
3344;1400034779;9
3346;0064407055;5
3346;0316666343;9
3346;0345413350;8
3346;0380789035;6
3346;0552131067;7
3346;0836204387;9
3346;0836218353;10
3346;0836218620;9
3350;0140293248;6
3350;0316096199;8
3350;0385335830;8
3350;0804106304;10
3363;006098824X;10
3363;0064405176;10
3363;0064472795;10
3363;0312171838;10
3363;0316096199;10
3363;0345453387;8
3363;0373250118;7
3363;0373250126;8
3363;0380814021;10
3363;0380973545;10
3363;0385722435;10
3363;044652087X;10
3363;0446672211;10
3363;0553213164;10
3363;0671027344;9
3363;0679751602;8
3371;0070212570;10
3371;0373484003;7
3371;0373484410;5
3371;0425175405;8
3371;0440226430;9
3371;0451169530;10
3371;0515122734;9
3371;0671004573;7
3371;0671705091;7
3371;0743439740;10
3371;0802135196;7
3373;0312291639;8
3373;0312995423;5
3373;0345386132;5
3373;0375727345;7
3373;0380804697;7
3373;039914613X;7
3373;0399149155;8
3373;0425161242;3
3373;0425178951;5
3373;0440236703;5
3373;0449003787;7
3373;0451208811;8
3373;0452264464;10
3373;0671014919;6
3373;0671027360;5
3373;0671027387;5
3374;0345384466;8
3374;0671034006;8
3427;039914465X;8
3427;0452278902;9
3427;074343627X;5
3467;006099486X;8
3467;0399143947;9
3467;0440237262;9
3481;0312978367;7
3481;0553268880;8
3542;0446310786;10
3542;044651652X;3
3542;0452268060;2
3543;0440226104;10
3543;0671758896;10
3556;0385504209;10
3556;0385508042;9
3556;0440439884;10
3556;044651652X;10
3556;0671027360;10
3556;0842329277;10
3569;0060502258;7
3569;0767905938;6
3578;0060987049;9
3578;0802130208;10
3578;1550548913;9
3578;1573225517;10
3580;0671003755;6
3580;0842373195;4
3594;0380725835;8
3594;0449208672;7
3640;0142002267;8
3640;0375703764;6
3640;0671004549;5
3640;0671027360;8
3669;0446672211;10
3669;0553560247;9
3709;0440236673;7
3709;067102423X;10
3719;0345384369;8
3719;0449219410;9
3719;051512608X;7
3719;0515127221;7
3719;0679454446;8
3728;0060008776;7
3728;0553574671;9
3775;0312983298;8
3775;0345382323;5
3775;0425188787;5
3814;0060391448;5
3814;0156011042;4
3814;0375703861;7
3814;1573225789;5
3817;0380018179;8
3817;0385479565;9
3817;0425152251;6
3817;0440206154;7
3817;0440967694;10
3817;0671758896;8
3827;0140132708;10
3827;014029628X;6
3827;0312274920;8
3827;0345337662;7
3827;0345348036;9
3827;0345351525;8
3827;034538475X;8
3827;0345409671;8
3827;0345413350;7
3827;0345423402;7
3827;0553562614;10
3827;0553573861;10
3827;0765342987;10
3827;0804114986;10
3827;0826308791;8
3827;0886777844;7
3839;0060932759;7
3839;0312171838;6
3840;0345423291;10
3840;0385508042;8
3840;051513287X;9
3840;193156146X;10
3917;0156007754;7
3917;031205436X;10
3917;038533348X;7
3917;0394758285;7
3917;0670892963;5
3917;1573226521;7
3917;1573228214;8
3923;0064407667;5
3923;0064407675;5
3923;0380789019;7
3923;0380977788;6
3923;0441304834;6
3923;0767902890;7
4017;006000438X;10
4017;0060175966;9
4017;0060517794;10
4017;0060915544;8
4017;0060929871;9
4017;0060930187;10
4017;0060964049;9
4017;0140042598;10
4017;0140244824;10
4017;014028009X;9
4017;015600710X;10
4017;0156007754;9
4017;0312150601;5
4017;0316096199;10
4017;0316666343;10
4017;0316789844;10
4017;0316899984;5
4017;0345423097;10
4017;0345423291;9
4017;0345424719;10
4017;0345433491;9
4017;0345443284;10
4017;0375406530;10
4017;0375411550;10
4017;0375500510;10
4017;037570504X;10
4017;0375705856;9
4017;0375707972;10
4017;0380005239;10
4017;0380730138;9
4017;0385265700;9
4017;0385318782;8
4017;0385319207;10
4017;038533334X;10
4017;0385486804;10
4017;0385502532;9
4017;0399142789;10
4017;0446310786;10
4017;0446516538;7
4017;0446677450;10
4017;0449911004;8
4017;0452260116;9
4017;0452280621;10
4017;0452282829;10
4017;0670892963;8
4017;0671038184;10
4017;0671510053;10
4017;067976402X;10
4017;0679774025;8
4017;0679781587;9
4017;068484267X;10
4017;068484477X;5
4017;0688177859;7
4017;0743439740;10
4017;1558746161;10
4017;1565122968;10
4017;1573225789;9
4035;0060008776;7
4035;0345413350;8
4091;0445406518;8
4091;0449219461;8
4091;0671027387;8
4092;0451176464;6
4092;0671027360;7
4098;0060977337;6
4098;0312995423;3
4098;0385504209;10
4098;0671027360;7
4131;0380728133;8
4131;0552147680;8
4131;0590660543;9
4131;0971880107;1
4144;067976402X;5
4144;1551668653;8
4149;0066214122;9
4149;0385508417;4
4149;0842329129;1
4157;0060392452;8
4157;0316779237;10
4157;0380727501;8
4157;0440206154;9
4157;0836221192;7
4169;0375502238;8
4169;0385504209;10
4197;0316693286;4
4197;0316969680;5
4197;0684841185;9
4221;0373250126;8
4221;0385510438;9
4221;0440131480;6
4221;0440241413;9
4221;0451410947;8
4221;1558743669;9
4223;0552998001;7
4223;0671004530;7
4223;3257227809;8
4225;0446310786;10
4225;0451202341;6
4225;0804106304;6
4225;1573229326;5
4228;014028009X;7
4228;055327886X;9
4228;0671510053;10
4334;0060392452;6
4334;0451099648;7
4334;0451137965;8
4334;0451149513;8
4334;0451177096;7
4365;0345413369;10
4365;0345413377;5
4365;0374525641;10
4365;0399501487;10
4386;0070212570;8
4386;0452282829;6
4483;0060929871;6
4483;0393312836;8
4570;0671003755;8
4570;0679772677;7
4571;0142001430;6
4571;0413537900;8
4571;1400034779;9
4622;0060175400;10
4622;0140177396;8
4622;034540288X;4
4622;0385336179;10
4622;0767914767;8
4622;0802132952;1
4785;006101351X;5
4785;0140293248;6
4785;0140298479;7
4785;0312291639;9
4785;0380789019;7
4795;0060392452;8
4795;0060930535;10
4795;0151008116;9
4795;031242227X;9
4795;0316666343;9
4795;0375705856;10
4795;0446532231;8
4795;0452282152;9
4795;1558743669;8
4802;0316666343;9
4802;0439136350;7
4809;0439064864;7
4809;0439136350;9
4809;0439139597;8
4809;0441005489;8
4809;0590353403;8
4864;0060935464;10
4864;0446322180;5
4900;0312282990;7
4900;0316776963;7
4938;006101351X;7
4938;0345313860;10
4938;0385492081;7
4938;0425115801;9
4938;042513525X;7
4938;0440220602;8
4938;0441790348;10
4938;0451156609;10
4938;0515095826;8
4938;0515127221;8
4938;0684862719;8
4999;1400031354;10
4999;1400034779;10
5037;0440211727;10
5037;0440213525;8
5037;0440214041;9
5037;0440221471;10
5037;0440226430;6
5037;0446608955;8
5037;0671729462;3
5037;0671867113;4
5037;0743225406;3
5048;0060392452;10
5048;0743237188;10
5055;0440204194;7
5055;0440211263;6
5163;0060936363;5
5163;0385486804;5
5163;0440414806;5
5207;0440241073;8
5207;059035342X;8
5268;0451166892;10
5268;0451167716;9
5268;1558506462;5
5286;0375703764;7
5286;0671027344;10
5294;0312243022;4
5294;0449213447;8
5296;0380730138;6
5296;0385265700;6
5333;0380718332;7
5333;0380718340;7
5333;0425154092;7
5333;0440213525;9
5337;006099486X;6
5337;0425179613;5
5375;037540256X;7
5375;0449005615;8
5385;0345370775;10
5385;0345409671;10
5385;0345422384;3
5439;0060928336;8
5439;0060938455;9
5439;0375504613;8
5439;0671001795;8
5439;0805063897;10
5448;0440439884;9
5448;0553274295;6
5476;0312278586;7
5476;0316096199;4
5476;0316666343;4
5476;0316693235;5
5476;0316780812;10
5476;0316782262;6
5476;034540761X;7
5476;0385504209;10
5476;0425121631;8
